sales_order,order_type,organization,customer_id,net_amount,creation_date,currency,created_by,delivery_status
1051,OR,1710,USCU_S14,1560,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1052,OR,1710,USCU_L05,16520,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1053,OR,1710,USCU_L09,840,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1054,OR,1710,USCU_S01,2880,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1055,OR,1710,USCU_S07,3720,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1056,OR,1710,USCU_L09,31740,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1057,OR,1710,USCU_L05,14160,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1058,OR,1710,USCU_L02,20640,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1059,OR,1710,USCU_S10,47610,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1060,OR,1710,USCU_L05,17457,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1061,OR,1710,USCU_L01,25392,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1062,OR,1710,USCU_S05,41262,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1063,OR,1710,USCU_L10,6560,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1064,OR,1710,USCU_S14,39675,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1065,OR,1710,USCU_L07,10560,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1066,OR,1710,USCU_L03,4800,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1067,OR,1710,USCU_L09,11022,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1068,OR,1710,USCU_S12,1920,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1069,OR,1710,USCU_S06,320,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1070,OR,1710,USCU_L01,30060,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1071,OR,1710,USCU_L07,6012,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1072,OR,1710,USCU_L10,8360,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1073,OR,1710,USCU_S07,94188,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1074,OR,1710,USCU_S06,20040,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1075,OR,1710,USCU_L03,4840,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1076,OR,1710,USCU_L04,5720,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1077,OR,1710,USCU_S16,3960,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1078,OR,1710,USCU_S02,5720,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1079,OR,1710,USCU_S11,4400,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1080,OR,1710,USCU_L09,8775,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1081,OR,1710,USCU_L02,3375,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1082,OR,1710,USCU_S16,8100,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1083,OR,1710,USCU_S05,2700,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1084,OR,1710,USCU_L06,1350,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1085,OR,1710,USCU_L09,12446,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1086,OR,1710,USCU_S13,27675,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1087,OR,1710,USCU_S13,12446,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1088,OR,1710,USCU_L01,6223,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1089,OR,1710,USCU_S01,2667,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1090,OR,1710,USCU_L10,23862,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1091,OR,1710,USCU_L08,38227,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1092,OR,1710,USCU_L03,15908,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1093,OR,1710,USCU_S05,19885,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1094,OR,1710,USCU_L07,31816,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1095,OR,1710,USCU_S09,47724,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1096,OR,1710,USCU_S15,103402,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1097,OR,1710,USCU_L01,3390,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1098,OR,1710,USCU_S05,4520,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1099,OR,1710,USCU_S12,7910,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1100,OR,1710,USCU_S15,2825,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1101,OR,1710,USCU_L04,22600,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1102,OR,1710,USCU_S14,42812,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1103,OR,1710,USCU_S02,120652,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1104,OR,1710,USCU_S10,23352,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1105,OR,1710,USCU_S06,69669,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1106,OR,1710,USCU_S09,239971,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1107,OR,1710,USCU_S17,239971,2016-10-14T00:00:00.000Z,USD,S4TESTER,C
1108,OR,1710,USCU_S14,675,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1109,OR,1710,USCU_L05,3892,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1110,OR,1710,USCU_L09,15260,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1111,OR,1710,USCU_L02,23660,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1112,OR,1710,USCU_S03,2870,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1113,OR,1710,USCU_S16,1540,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1114,OR,1710,USCU_L05,23240,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1115,OR,1710,USCU_L09,9120,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1116,OR,1710,USCU_S07,10500,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1117,OR,1710,USCU_S01,9600,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1118,OR,1710,USCU_L06,7680,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1119,OR,1710,USCU_S17,720,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1120,OR,1710,USCU_S13,5160,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1121,OR,1710,USCU_L09,17457,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1122,OR,1710,USCU_L01,23520,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1123,OR,1710,USCU_S08,79350,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1124,OR,1710,USCU_L02,6348,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1125,OR,1710,USCU_L06,22218,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1126,OR,1710,USCU_S17,82524,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1127,OR,1710,USCU_S02,212658,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1128,OR,1710,USCU_L09,10720,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1129,OR,1710,USCU_S14,800,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1130,OR,1710,USCU_L02,2240,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1131,OR,1710,USCU_L04,2080,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1132,OR,1710,USCU_S13,320,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1133,OR,1710,USCU_L09,8016,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1134,OR,1710,USCU_S03,3520,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1135,OR,1710,USCU_L01,19038,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1136,OR,1710,USCU_S16,107214,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1137,OR,1710,USCU_S10,11022,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1138,OR,1710,USCU_S04,90180,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1139,OR,1710,USCU_L08,9018,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1140,OR,1710,USCU_L10,3080,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1141,OR,1710,USCU_S01,3960,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1142,OR,1710,USCU_L03,10560,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1143,OR,1710,USCU_L10,4050,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1144,OR,1710,USCU_S13,9680,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1145,OR,1710,USCU_L08,3375,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1146,OR,1710,USCU_S10,14850,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1147,OR,1710,USCU_L01,10800,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1148,OR,1710,USCU_S06,49950,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1149,OR,1710,USCU_L09,7112,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1150,OR,1710,USCU_L05,1778,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1151,OR,1710,USCU_S07,4445,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1152,OR,1710,USCU_L02,4445,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1153,OR,1710,USCU_S17,2667,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1154,OR,1710,USCU_L02,7954,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1155,OR,1710,USCU_L10,23862,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1156,OR,1710,USCU_S04,59655,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1157,OR,1710,USCU_S17,43747,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1158,OR,1710,USCU_L04,19885,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1159,OR,1710,USCU_S08,151126,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1160,OR,1710,USCU_L10,3390,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1161,OR,1710,USCU_S12,5085,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1162,OR,1710,USCU_L01,7910,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1163,OR,1710,USCU_S05,2260,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1164,OR,1710,USCU_L05,17515,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1165,OR,1710,USCU_S14,27244,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1166,OR,1710,USCU_S02,77840,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1167,OR,1710,USCU_S06,178043,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1168,OR,1710,USCU_S08,224489,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1169,OR,1710,USCU_S16,23223,2016-10-15T00:00:00.000Z,USD,S4TESTER,C
1170,OR,1710,USCU_L08,1002,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1171,OR,1710,USCU_S13,565,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1172,OR,1710,USCU_S06,889,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1173,OR,1710,USCU_L02,3892,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1174,OR,1710,USCU_S03,3977,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1175,OR,1710,USCU_L02,16870,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1176,OR,1710,USCU_L09,630,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1177,OR,1710,USCU_S03,4690,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1178,OR,1710,USCU_L06,18060,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1179,OR,1710,USCU_S09,8680,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1180,OR,1710,USCU_L10,2760,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1181,OR,1710,USCU_S15,360,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1182,OR,1710,USCU_S16,6300,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1183,OR,1710,USCU_S01,1320,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1184,OR,1710,USCU_S13,6240,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1185,OR,1710,USCU_L01,13080,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1186,OR,1710,USCU_L04,15720,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1187,OR,1710,USCU_L10,19044,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1188,OR,1710,USCU_L04,7935,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1189,OR,1710,USCU_L02,14283,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1190,OR,1710,USCU_S10,25392,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1191,OR,1710,USCU_S14,123786,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1192,OR,1710,USCU_S04,177744,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1193,OR,1710,USCU_L09,13440,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1194,OR,1710,USCU_S15,800,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1195,OR,1710,USCU_L01,11840,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1196,OR,1710,USCU_S04,4160,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1197,OR,1710,USCU_L10,10020,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1198,OR,1710,USCU_S12,1600,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1199,OR,1710,USCU_S10,10020,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1200,OR,1710,USCU_L02,3006,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1201,OR,1710,USCU_S16,54108,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1202,OR,1710,USCU_L09,11000,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1203,OR,1710,USCU_S03,115230,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1204,OR,1710,USCU_S16,3520,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1205,OR,1710,USCU_S13,1320,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1206,OR,1710,USCU_L03,5280,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1207,OR,1710,USCU_L02,3375,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1208,OR,1710,USCU_L06,12320,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1209,OR,1710,USCU_L09,2025,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1210,OR,1710,USCU_L04,1350,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1211,OR,1710,USCU_S12,28350,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1212,OR,1710,USCU_S02,35775,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1213,OR,1710,USCU_L10,20447,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1214,OR,1710,USCU_S14,22950,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1215,OR,1710,USCU_L01,4445,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1216,OR,1710,USCU_S13,8001,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1217,OR,1710,USCU_S14,6223,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1218,OR,1710,USCU_L06,16002,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1219,OR,1710,USCU_L09,43747,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1220,OR,1710,USCU_L06,11931,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1221,OR,1710,USCU_S12,67609,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1222,OR,1710,USCU_S17,79540,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1223,OR,1710,USCU_L10,13560,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1224,OR,1710,USCU_L01,2260,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1225,OR,1710,USCU_L05,10170,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1226,OR,1710,USCU_S06,2260,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1227,OR,1710,USCU_S12,62272,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1228,OR,1710,USCU_S04,58380,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1229,OR,1710,USCU_S17,54488,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1230,OR,1710,USCU_S02,154820,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1231,OR,1710,USCU_S14,46446,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1232,OR,1710,USCU_S13,178043,2016-10-16T00:00:00.000Z,USD,S4TESTER,C
1233,OR,1710,USCU_L08,7741,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1234,OR,1710,USCU_L10,440,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1235,OR,1710,USCU_L09,7741,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1236,OR,1710,USCU_S01,440,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1237,OR,1710,USCU_L02,3892,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1238,OR,1710,USCU_L02,12460,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1239,OR,1710,USCU_L10,7210,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1240,OR,1710,USCU_S01,840,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1241,OR,1710,USCU_S14,2730,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1242,OR,1710,USCU_S11,7840,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1243,OR,1710,USCU_L07,14630,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1244,OR,1710,USCU_L09,9000,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1245,OR,1710,USCU_S09,4440,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1246,OR,1710,USCU_S06,5520,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1247,OR,1710,USCU_S15,480,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1248,OR,1710,USCU_L08,12600,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1249,OR,1710,USCU_L09,26979,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1250,OR,1710,USCU_L03,28080,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1251,OR,1710,USCU_L01,3174,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1252,OR,1710,USCU_S09,77763,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1253,OR,1710,USCU_S03,111090,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1254,OR,1710,USCU_L10,1760,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1255,OR,1710,USCU_S17,155526,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1256,OR,1710,USCU_L06,12800,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1257,OR,1710,USCU_L02,960,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1258,OR,1710,USCU_S14,640,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1259,OR,1710,USCU_S10,2880,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1260,OR,1710,USCU_S03,4160,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1261,OR,1710,USCU_L10,6012,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1262,OR,1710,USCU_S17,62124,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1263,OR,1710,USCU_L02,4008,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1264,OR,1710,USCU_L06,6012,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1265,OR,1710,USCU_S06,92184,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1266,OR,1710,USCU_S08,49098,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1267,OR,1710,USCU_S14,3960,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1268,OR,1710,USCU_S13,11440,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1269,OR,1710,USCU_L05,18480,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1270,OR,1710,USCU_L02,11440,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1271,OR,1710,USCU_L09,7425,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1272,OR,1710,USCU_L01,9450,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1273,OR,1710,USCU_S13,14175,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1274,OR,1710,USCU_L06,1350,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1275,OR,1710,USCU_S14,29025,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1276,OR,1710,USCU_S05,44550,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1277,OR,1710,USCU_L09,14224,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1278,OR,1710,USCU_L03,4445,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1279,OR,1710,USCU_S13,2667,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1280,OR,1710,USCU_L08,9779,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1281,OR,1710,USCU_L09,23862,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1282,OR,1710,USCU_S05,16891,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1283,OR,1710,USCU_S06,79540,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1284,OR,1710,USCU_L08,35793,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1285,OR,1710,USCU_S13,71586,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1286,OR,1710,USCU_S15,87494,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1287,OR,1710,USCU_L01,2260,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1288,OR,1710,USCU_L10,10170,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1289,OR,1710,USCU_S16,1695,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1290,OR,1710,USCU_S06,4520,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1291,OR,1710,USCU_L08,35030,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1292,OR,1710,USCU_S04,66164,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1293,OR,1710,USCU_S14,42812,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1294,OR,1710,USCU_S12,7784,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1295,OR,1710,USCU_S08,209007,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1296,OR,1710,USCU_S15,123856,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1297,OR,1710,USCU_S05,54187,2016-10-17T00:00:00.000Z,USD,S4TESTER,C
1299,OR,1710,USCU_L04,3892,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1300,OR,1710,USCU_L09,3977,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1301,OR,1710,USCU_L03,3977,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1302,OR,1710,USCU_L09,565,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1303,OR,1710,USCU_L03,440,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1304,OR,1710,USCU_L02,565,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1305,OR,1710,USCU_L01,3892,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1306,OR,1710,USCU_S15,565,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1307,OR,1710,USCU_S02,565,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1308,OR,1710,USCU_L09,7741,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1309,OR,1710,USCU_L07,675,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1310,OR,1710,USCU_L02,3977,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1311,OR,1710,USCU_L01,1050,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1312,OR,1710,USCU_L09,15120,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1313,OR,1710,USCU_L10,17360,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1314,OR,1710,USCU_S11,7910,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1315,OR,1710,USCU_S03,3710,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1316,OR,1710,USCU_S17,4410,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1317,OR,1710,USCU_L07,5670,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1318,OR,1710,USCU_S01,4550,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1319,OR,1710,USCU_S17,2590,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1320,OR,1710,USCU_L10,3480,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1321,OR,1710,USCU_L06,18480,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1322,OR,1710,USCU_L10,4320,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1323,OR,1710,USCU_L01,7070,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1324,OR,1710,USCU_S13,9100,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1325,OR,1710,USCU_S14,1440,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1326,OR,1710,USCU_S08,5160,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1327,OR,1710,USCU_L08,4560,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1328,OR,1710,USCU_S12,3360,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1329,OR,1710,USCU_L07,15240,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1330,OR,1710,USCU_S17,240,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1331,OR,1710,USCU_S05,9360,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1332,OR,1710,USCU_L09,31740,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1333,OR,1710,USCU_L03,14880,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1334,OR,1710,USCU_L09,26979,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1335,OR,1710,USCU_S01,14160,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1336,OR,1710,USCU_L01,18960,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1337,OR,1710,USCU_L05,4761,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1338,OR,1710,USCU_L02,36501,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1339,OR,1710,USCU_S09,11109,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1340,OR,1710,USCU_S01,33327,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1341,OR,1710,USCU_L02,33327,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
1342,OR,1710,USCU_L04,19044,2016-10-19T00:00:00.000Z,USD,S4TESTER,C
